2025-07-28T05:00,temp_kitchen,Kitchen,temp,20.8,18.2
2025-07-28T05:00,power_kitchen,Kitchen,power,71,18.2
2025-07-28T06:00,temp_living_room,Living Room,temp,20.8,17.9
2025-07-28T06:00,power_living_room,Living Room,power,65,17.9
2025-07-28T06:00,temp_bedroom,Bedroom,temp,20.8,17.9
2025-07-28T06:00,power_bedroom,Bedroom,power,65,17.9
2025-07-28T06:00,temp_kitchen,Kitchen,temp,20.8,17.9
2025-07-28T06:00,power_kitchen,Kitchen,power,66,17.9
2025-07-28T07:00,temp_living_room,Living Room,temp,20.7,18.0
2025-07-28T07:00,power_living_room,Living Room,power,71,18.0
2025-07-28T07:00,temp_bedroom,Bedroom,temp,20.9,18.0
2025-07-28T07:00,power_bedroom,Bedroom,power,68,18.0
2025-07-28T07:00,temp_kitchen,Kitchen,temp,20.6,18.0
2025-07-28T07:00,power_kitchen,Kitchen,power,74,18.0
2025-07-28T08:00,temp_living_room,Living Room,temp,20.7,19.7
2025-07-28T08:00,power_living_room,Living Room,power,63,19.7
2025-07-28T08:00,temp_bedroom,Bedroom,temp,21.0,19.7
2025-07-28T08:00,power_bedroom,Bedroom,power,52,19.7
2025-07-28T08:00,temp_kitchen,Kitchen,temp,20.7,19.7
2025-07-28T08:00,power_kitchen,Kitchen,power,61,19.7
2025-07-28T09:00,temp_living_room,Living Room,temp,20.9,22.0
2025-07-28T09:00,power_living_room,Living Room,power,56,22.0
2025-07-28T09:00,temp_bedroom,Bedroom,temp,21.0,22.0
2025-07-28T09:00,power_bedroom,Bedroom,power,56,22.0
2025-07-28T09:00,temp_kitchen,Kitchen,temp,20.9,22.0
2025-07-28T09:00,power_kitchen,Kitchen,power,52,22.0
2025-07-28T10:00,temp_living_room,Living Room,temp,21.1,24.5
2025-07-28T10:00,power_living_room,Living Room,power,67,24.5
2025-07-28T10:00,temp_bedroom,Bedroom,temp,21.1,24.5
2025-07-28T10:00,power_bedroom,Bedroom,power,68,24.5
2025-07-28T10:00,temp_kitchen,Kitchen,temp,21.2,24.5
2025-07-28T10:00,power_kitchen,Kitchen,power,75,24.5
2025-07-28T11:00,temp_living_room,Living Room,temp,21.2,27.1
2025-07-28T11:00,power_living_room,Living Room,power,83,27.1
2025-07-28T11:00,temp_bedroom,Bedroom,temp,21.3,27.1
2025-07-28T11:00,power_bedroom,Bedroom,power,90,27.1
2025-07-28T11:00,temp_kitchen,Kitchen,temp,21.5,27.1
2025-07-28T11:00,power_kitchen,Kitchen,power,93,27.1
2025-07-28T12:00,temp_living_room,Living Room,temp,21.5,29.4
2025-07-28T12:00,power_living_room,Living Room,power,101,29.4
2025-07-28T12:00,temp_bedroom,Bedroom,temp,21.5,29.4
2025-07-28T12:00,power_bedroom,Bedroom,power,101,29.4
2025-07-28T12:00,temp_kitchen,Kitchen,temp,21.9,29.4
2025-07-28T12:00,power_kitchen,Kitchen,power,108,29.4
2025-07-28T13:00,temp_living_room,Living Room,temp,21.7,31.2
2025-07-28T13:00,power_living_room,Living Room,power,112,31.2
2025-07-28T13:00,temp_bedroom,Bedroom,temp,21.5,31.2
2025-07-28T13:00,power_bedroom,Bedroom,power,108,31.2
2025-07-28T13:00,temp_kitchen,Kitchen,temp,22.1,31.2
2025-07-28T13:00,power_kitchen,Kitchen,power,124,31.2
2025-07-28T14:00,temp_living_room,Living Room,temp,21.8,32.2
2025-07-28T14:00,power_living_room,Living Room,power,117,32.2
2025-07-28T14:00,temp_bedroom,Bedroom,temp,21.6,32.2
2025-07-28T14:00,power_bedroom,Bedroom,power,114,32.2
2025-07-28T14:00,temp_kitchen,Kitchen,temp,22.3,32.2
2025-07-28T14:00,power_kitchen,Kitchen,power,137,32.2
2025-07-28T15:00,temp_living_room,Living Room,temp,22.0,33.1
2025-07-28T15:00,power_living_room,Living Room,power,132,33.1
2025-07-28T15:00,temp_bedroom,Bedroom,temp,21.7,33.1
2025-07-28T15:00,power_bedroom,Bedroom,power,120,33.1
2025-07-28T15:00,temp_kitchen,Kitchen,temp,22.5,33.1
2025-07-28T15:00,power_kitchen,Kitchen,power,145,33.1
2025-07-28T16:00,temp_living_room,Living Room,temp,22.2,33.6
2025-07-28T16:00,power_living_room,Living Room,power,141,33.6
2025-07-28T16:00,temp_bedroom,Bedroom,temp,21.8,33.6
2025-07-28T16:00,power_bedroom,Bedroom,power,132,33.6
2025-07-28T16:00,temp_kitchen,Kitchen,temp,22.8,33.6
2025-07-28T16:00,power_kitchen,Kitchen,power,149,33.6
2025-07-28T17:00,temp_living_room,Living Room,temp,22.3,33.7
2025-07-28T17:00,power_living_room,Living Room,power,137,33.7
2025-07-28T17:00,temp_bedroom,Bedroom,temp,21.8,33.7
2025-07-28T17:00,power_bedroom,Bedroom,power,130,33.7
2025-07-28T17:00,temp_kitchen,Kitchen,temp,22.8,33.7
2025-07-28T17:00,power_kitchen,Kitchen,power,150,33.7
2025-07-28T18:00,temp_living_room,Living Room,temp,22.2,33.2
2025-07-28T18:00,power_living_room,Living Room,power,137,33.2
2025-07-28T18:00,temp_bedroom,Bedroom,temp,21.8,33.2
2025-07-28T18:00,power_bedroom,Bedroom,power,124,33.2
2025-07-28T18:00,temp_kitchen,Kitchen,temp,22.9,33.2
2025-07-28T18:00,power_kitchen,Kitchen,power,145,33.2
2025-07-28T19:00,temp_living_room,Living Room,temp,22.1,31.8
2025-07-28T19:00,power_living_room,Living Room,power,125,31.8
2025-07-28T19:00,temp_bedroom,Bedroom,temp,21.7,31.8
2025-07-28T19:00,power_bedroom,Bedroom,power,117,31.8
2025-07-28T19:00,temp_kitchen,Kitchen,temp,22.9,31.8
2025-07-28T19:00,power_kitchen,Kitchen,power,144,31.8
2025-07-28T20:00,temp_living_room,Living Room,temp,22.0,30.2
2025-07-28T20:00,power_living_room,Living Room,power,120,30.2
2025-07-28T20:00,temp_bedroom,Bedroom,temp,21.6,30.2
2025-07-28T20:00,power_bedroom,Bedroom,power,112,30.2
2025-07-28T20:00,temp_kitchen,Kitchen,temp,22.8,30.2
2025-07-28T20:00,power_kitchen,Kitchen,power,126,30.2
2025-07-28T21:00,temp_living_room,Living Room,temp,22.0,28.3
2025-07-28T21:00,power_living_room,Living Room,power,102,28.3
2025-07-28T21:00,temp_bedroom,Bedroom,temp,21.7,28.3
2025-07-28T21:00,power_bedroom,Bedroom,power,98,28.3
2025-07-28T21:00,temp_kitchen,Kitchen,temp,22.6,28.3
2025-07-28T21:00,power_kitchen,Kitchen,power,116,28.3
2025-07-28T22:00,temp_living_room,Living Room,temp,21.8,26.7
2025-07-28T22:00,power_living_room,Living Room,power,91,26.7
2025-07-28T22:00,temp_bedroom,Bedroom,temp,21.5,26.7
2025-07-28T22:00,power_bedroom,Bedroom,power,88,26.7
2025-07-28T22:00,temp_kitchen,Kitchen,temp,22.4,26.7
2025-07-28T22:00,power_kitchen,Kitchen,power,103,26.7
2025-07-28T23:00,temp_living_room,Living Room,temp,21.7,25.4
2025-07-28T23:00,power_living_room,Living Room,power,91,25.4
2025-07-28T23:00,temp_bedroom,Bedroom,temp,21.5,25.4
2025-07-28T23:00,power_bedroom,Bedroom,power,86,25.4
2025-07-28T23:00,temp_kitchen,Kitchen,temp,22.1,25.4
2025-07-28T23:00,power_kitchen,Kitchen,power,92,25.4
